0,-0.017087652145328563,0.0
1,-0.017837590157722506,-5.53919619177791E-4
2,-0.018595168533029886,-0.0010635471094881965
3,-0.019355864450741386,-0.0019495028714851407
4,-0.020134244132293495,-0.002565794828041263
5,-0.020910332666665074,-0.0034600753908536975
6,-0.021676219943049677,-0.004123856861037763
7,-0.022458843756733887,-0.00475364926268923
8,-0.023237370539841005,-0.005218844050916758
9,-0.024025320264955286,-0.0059517088184540354
10,-0.024797094078799757,-0.006667054233126317
11,-0.025564100843760353,-0.007132473647262442
12,-0.02633528712279167,-0.007751536208924168
13,-0.02710056273079396,-0.008389219065885824
14,-0.02787260123470396,-0.008971670160563066
15,-0.028650921203442693,-0.009810275296456865
16,-0.02942515749007554,-0.010396300640396759
17,-0.03019311911233899,-0.010904467404280327
18,-0.03095348067699269,-0.011578306962126039
19,-0.031726960479453295,-0.012198428738496681
20,-0.03250095136804136,-0.01272715017376134
21,-0.033277735181979747,-0.013101124329756794
22,-0.03402531676152835,-0.013705848255742082
23,-0.034808092066972496,-0.01449021140742886
24,-0.03557249707556632,-0.015118314418359915
25,-0.036329375142947096,-0.015792811260033252
26,-0.03710818343262857,-0.01633781408095886
27,-0.03788753523546656,-0.01701624735997689
28,-0.03865377300655451,-0.01756826412796413
29,-0.03943173273394463,-0.018248051255524134
30,-0.040190543704843595,-0.018846472870459617
31,-0.04096601558514358,-0.019630324858874698
32,-0.041737601512213576,-0.020300014162969487
33,-0.042507602791079416,-0.02096757096317583
34,-0.04327308918391628,-0.021358134724523768
35,-0.04405547154252955,-0.0219352194027149
36,-0.04482397901551769,-0.022402934574400724
37,-0.045585192501979864,-0.02299074205721638
38,-0.04636058098419483,-0.023499356121719186
39,-0.047138815017631105,-0.024102069060603165
40,-0.0479029076012546,-0.024696087300523605
41,-0.048672320345001616,-0.025316448846106697
42,-0.04944250124429561,-0.025936455753941014
43,-0.050190441811333725,-0.026652909493888426
44,-0.05097063960461653,-0.02713629518776927
45,-0.05173425174017603,-0.02763926299518581
46,-0.05250724999925031,-0.028194182458681476
47,-0.053248067291078297,-0.028752650246315233
48,-0.05399948032769007,-0.029555455455924907
49,-0.054746426282887554,-0.030263880676974435
50,-0.055514092861646845,-0.03092710563139585
51,-0.05627321508666336,-0.03167510090893889
52,-0.057041438678022416,-0.032318510626036655
53,-0.05777916800075663,-0.0330635886042844
54,-0.0585447166724668,-0.0336779934905855
55,-0.05931581558512465,-0.03436784917898483
56,-0.06009294713529449,-0.03483298838804879
57,-0.06085287469067358,-0.03537658340617748
58,-0.061602360960721275,-0.03590742395053922
59,-0.06236755950253788,-0.03652191370599298
60,-0.06314166959693,-0.037376937012340856
61,-0.06390093835735049,-0.03807906991469729
62,-0.06465855969258628,-0.03870910174296548
63,-0.06541840398065425,-0.03934792497224399
64,-0.06617597496517852,-0.039888131938206284
65,-0.06694317037123655,-0.040488359882765945
66,-0.06769841115054684,-0.041072617118633116
67,-0.0684680685247059,-0.04170039950735045
68,-0.06923577871027285,-0.042296308521200476
69,-0.06999832263492656,-0.042854175549163265
70,-0.07074906652977775,-0.043452726141843714
71,-0.07150040525143729,-0.04399595708038222
72,-0.07225999951141893,-0.044808466521888995
73,-0.07301265501581577,-0.04536834794446904
74,-0.07376760975499719,-0.04587207239740975
